Título,Precio,Categoría,Fecha de lanzamiento,Descripción
WRITHE,"8,99 €*","• Acción, Acción en primera persona (FPS), Arcade, Disparos (Shooter)",15-01-2021,¡Coge tus armas y pinta el suelo con ZUMO DE LARVA!
Brain Breaker,"0,99 €*","• Acción, Arcade, Puzle",15-01-2021,Are you ready to break your brain?
12 Labours of Hercules III: Girl Power,"7,99 €*","• Arcade, Aventura, Estrategia, Puzle",15-01-2021,"¡Descubre 12 Labours of Hercules III - Girl Power, un heroico juego de acción, y demuestra de lo que estás hecha!"
My Hidden Things,"5,99 €*","• Arcade, Puzle",14-01-2021,My Hidden Things es un atrevido experimento: una mezcla de novela visual y aventura de objetos ocultos con mecánicas inusuales.
Four in a Row,"4,99 €*","• Estilo de vida, Fiesta, Otros, Tablero",14-01-2021,"You need to place 4 tokens next to each other (horizontally, vertically or diagonally) which requires strategy and tactical thinking from you."
Scott Pilgrim vs. The World™: The Game – Complete Edition,"14,99 €*",• Arcade,14-01-2021,¡Redescubre el querido beat 'em up arcade en 2D inspirado en los emblemáticos cómics y la película de Scott Pilgrim contra el mundo en esta Complete Edition! Incluye el juego base Scott Pilgrim vs.
Grand Prix Racing,"5,99 €*",• Carreras,14-01-2021,La alta velocidad no siempre significa la victoria. Demuestra tus habilidades de conducción en esta gira de carreras entre los circuitos mundiales más desafiantes.
PLOID,"2,99 €*","• Acción, Arcade, Aventura, Plataformas",14-01-2021,Una aventura arcade de la vieja escuela
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
,,,Fecha no disponible,
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
Down in Bermuda,"19,99 €*","• Arcade, Aventura, Puzle, Rol (RPG)",14-01-2021,Vence a las criaturas del fondo del mar y descubre los secretos de las islas para poder volver a casa.
Galactic Trooper Armada,"4,99 €*","• Acción, Arcade, Disparos (Shooter)",14-01-2021,El clásico juego de disparos espaciales regresa en esta modernizada versión 3D de última generación. Vuelve a los años 80 con este juego de defensa de tropas retro.
PING REDUX,"4,49 €*","• Arcade, Estrategia, Puzle",14-01-2021,"PING REDUX ™ es un desafiante juego de rompecabezas de ping pong, rehecho de su hermano mayor PING 1.5 + ™. No es para aquellos con un corazón débil. Rebote contra las paredes y obstáculos para alcanzar la suculenta y sabrosa naranja."
Fantasy Tavern Sextet -Vol.2 Adventurer's Days-,"6,59 €*",• Arcade,14-01-2021,The 2nd part of a 3 part series! A run-of-the-mill guy who got transported to a fantasy world joins a witch and a lady knight together in battle?!
Silver Screen Story,"13,00 €*","• Estrategia, Otros, Simulación",14-01-2021,Sim de administración de Estudio de Cine Produce éxitos de taquilla y gana fama mundial
Arcade Archives Cosmo Police Galivan,"6,99 €*","• Acción, Arcade",14-01-2021,Crisis on the earth. Transform! Cosmo Police Galivan!
Pixel Game Maker Series Werewolf Princess Kaguya,"7,19 €*","• Acción, Arcade",14-01-2021,Vertical scrolling action with Kaguya princess turning into a werewolf!
Rhythm Fighter,"14,99 €*","• Acción, Aventura, Lucha, Música",14-01-2021,"This is a roguelike horizontal action game that players need to follow the beats to defeat opponents. Beats to follow, fist to the bone. Face the foe, and dance to kill!"
Life of Fly,"14,99 €*","• Aventura, Otros, Puzle, Simulación",14-01-2021,"Life of Fly presenta 12 historias cortas, cada una de las cuales gira en torno a la vida y los pensamientos de otra mosca. Es un juego de vuelo narrativo interesante pero relajante como ningún otro."
Medulla,"9,99 €*","• Acción, Aventura, Plataformas, Puzle",14-01-2021,el hombre puede volar
The Pillar: Puzzle Escape,"9,99 €1,99 €*","• Aventura, Puzle",13-01-2021,¡Resuelve los misterios de una isla enigmática y escapa para volver a la realidad!
Space Aliens Invaders,"4,99 €*","• Acción, Disparos (Shooter)",13-01-2021,Los invasores vuelven del espacio en esta versión modernizada de última generación. Vuelve a los 80 con este clásico juego de disparos alienígenas.
Gorilla Big Adventure,"4,99 €*","• Arcade, Plataformas",13-01-2021,Guiar al gorila a través de la selva y otros mundos Gorilla Big Adventure es un juego de plataforma de desplazamiento interminable muy divertido y adictivo.
Get Over Here,"4,20 €*","• Acción, Fiesta",13-01-2021,"GetOverHere es un juego dinámico y arena competitiva que pone de manifiesto el ambiente nostálgico de los 90 de. El jugador toma el control de un personaje con una pistola gancho, donde su objetivo es tirar de sus enemigos y acabar con ellos."
Blastoid Breakout,"4,99 €*","• Acción, Arcade, Puzle",12-01-2021,Breakout vuelve en esta versión modernizada de última generación.
Mahjong Adventure,"7,99 €*","• Educativo, Estrategia, Puzle, Tablero",12-01-2021,Develop your mind and patience and strategy skills in Mahjong Adventure.
ACT IT OUT XL!,"9,99 €*","• Estilo de vida, Fiesta, Tablero",12-01-2021,El exitoso juego de adivinanzas multijugador ha vuelto ¡con más contenido que nunca!
Spice and Wolf VR2,"22,50 €7,87 €*","• Aventura, Comunicación, Otros",12-01-2021,The team behind the original series has gotten together to bring you into the world of Spice and Wolf again for a second installment of VR animation!
S.U.M. - Slay Uncool Monsters,"4,99 €*","• Arcade, Educativo, Puzle",12-01-2021,"In S.U.M. you'll put your Quick-Math skills to test! Fight very Uncool Monsters using Addition, Subtraction, Multiplication & Division."
Dead Ground,"8,99 €*","• Acción, Arcade, Disparos (Shooter)",12-01-2021,Tower defense reimagined! Dead Ground is a procedurally generated tower defense game with rogue-like elements.
Double Dragon Neon,"12,29 €*",• Lucha,12-01-2021,¡Compañerismo espectacular! ¡Los legendarios artistas marciales Billy y Jimmy Lee regresan en esta reimaginación creativa del clásico del género beat ‘em up!
Shoot 1UP DX,"5,99 €*","• Acción, Arcade, Disparos (Shooter)",11-01-2021,"¡Juega todos tus barcos a la vez! ¡Juego de arcade clásico, con un toque!"
Glyph,"9,99 €*","• Aventura, Otros, Plataformas, Puzle",11-01-2021,"El sistema de movimiento único de Glyph cuenta con un espectacular sistema de sonidos, que hace que tu experiencia de juego en la plataforma, sea, única, no vista en ningún lado"
Bullet Trail,"1,99 €*","• Acción, Arcade, Puzle, Simulación",11-01-2021,
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
,,,Fecha no disponible,
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
Wrestling Empire,"19,99 €*","• Acción, Deportes, Lucha, Simulación",11-01-2021,The lightweight champion of wrestling brings the revolution to Nintendo Switch™!
Knight with Tactics,"0,99 €*","• Acción, Aventura, Plataformas, Puzle",11-01-2021,
Radio Commander,"14,99 €*","• Acción, Estrategia, Puzle, Simulación",11-01-2021,En Radio Commander tu juegas como un comandante militar Americano sirviendo al ejercito Estadounidense durante la Guerra de Vietnam.
Yumemidori Nostalgia,"19,99 €*","• Aventura, Simulación",11-01-2021,"When you go through the main gate with a butterfly you encountered on Gojukkan Street, you shall meet your soul mate - -"
Rompecabezas de Bebé - Primeras Formas de Aprendizaje para Niños Pequeños,"12,99 €*","• Educativo, Puzle",11-01-2021,"Una colección de rompecabezas para los más pequeños. Rompecabezas “Arrastre y Suelte"" súper fáciles de usar para la primera infancia. ¡Ahora con más de 120 rompecabezas!"
Dirt Trackin Sprint Cars,"9,99 €*","• Arcade, Carreras, Deportes, Simulación",10-01-2021,¡El juego de arrancones en terracería más popular!
Zotrix Starglider,"9,99 €0,99 €*","• Acción, Arcade, Disparos (Shooter)",07-01-2021,¡Las estrellas te están esperando!
Kingdom Tales 2,"9,99 €0,99 €*","• Estrategia, Simulación",07-01-2021,¡Ayuda al joven Finn y a la princesa Dahla a reunirse enamorados!
G-MODE Archives25 Topolon,"4,39 €*",• Puzle,07-01-2021,"This title won ""Mobile Game of the Year"" and ""Best Puzzle Game"" at the Wireless Gaming Awards 2005.Exterminate the virus that invades the nanocircuit ""TOPOLON"""
Blacksmith of the Sand Kingdom,"19,99 €*","• Aventura, Estrategia, Rol (RPG), Simulación",07-01-2021,¡Conviértete en un forjador aventurero de la corte del Reino de Arena!
Arcade Archives Rod Land,"6,99 €*","• Acción, Arcade",07-01-2021,Welcome to a world of magical fairies!
Shadow Gangs,"23,99 €14,39 €*","• Acción, Arcade, Lucha, Plataformas",07-01-2021,Vive la leyenda de Dan el Ninja Carmesí!
Sense - A Cyberpunk Ghost Story,"19,99 €*","• Aventura, Rol (RPG)",07-01-2021,¡Ciencia ficción distópica con un giro de horror de supervivencia!
Stardash,"7,99 €5,19 €*","• Arcade, Plataformas",07-01-2021,We throw you back to the good old retro console days!
Werewolf: The Apocalypse — Heart of the Forest,"14,99 €*","• Acción, Aventura, Otros, Rol (RPG)",07-01-2021,Descubre la Rabia en un juego de aventuras inspirado en la experiencia del juego de rol Hombre lobo: el Apocalipsis.
Iris.Fall,"16,99 €*","• Aventura, Estrategia, Puzle",07-01-2021,
Charge Kid,"1,99 €*","• Acción, Arcade, Plataformas, Puzle",06-01-2021,¡Un desafiante rompecabezas donde cada salto es un rompecabezas!
Choices That Matter: And Their Souls Were Eaten,"4,99 €*","• Aventura, Estrategia, Puzle",06-01-2021,"You have a gift. With your gift, the dead are never truly gone. But what if there is a dark side to your gift?"
Dogfight,"8,99 €1,79 €*","• Acción, Arcade, Simulación",05-01-2021,
Foosball Futbol,"4,99 €*","• Deportes, Simulación",05-01-2021,"Un completo entorno 3D, una física hiperrealista y 4 magníficas mesas con características realmente diferentes hacen de Table Footbal - Foosball el mejor juego de fútbol de mesa."
UNO,"A partir de: 9,99 €*",• Fiesta,05-01-2021,"UNO, el famoso juego de cartas, se estrena en Nintendo Switch con un abanico de estupendas funciones, como las nuevas reglas del día, que añadirán más diversión y estrategias al juego."
Puzzle Plowing A Field,"1,99 €*","• Arcade, Puzle, Tablero",04-01-2021,
Wacky Run,"1,99 €*","• Acción, Carreras, Deportes, Puzle",04-01-2021,
Maze with cube,"1,99 €*","• Educativo, Plataformas, Puzle, Tablero",04-01-2021,
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
,,,Fecha no disponible,
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
Travel Mosaics 7: Fantastic Berlin,"7,99 €*","• Arcade, Educativo, Puzle, Tablero",04-01-2021,"¡Los Walker, una aventurera familia de animales, viajan a la gran ciudad de Berlín!"
Virtual Battle,"6,45 €*","• Disparos (Shooter), Fiesta, Lucha, Simulación",04-01-2021,¡Combate en equipo o enfréntate solo en las batallas de supervivencia del mundo virtual!
Espacio Cosmic Light-Seeker,"3,99 €*","• Aventura, Estrategia, Puzle, Rol (RPG)",04-01-2021,"Escape the mysterious space in search of light! Let's go on an adventure with your buddy Celluar in outer space, inhabited by little cute characters!"
Cthulhu Saves Christmas,"12,69 €*",• Rol (RPG),04-01-2021,Eldritch horror saves Christmas for fun & profit in this fast-paced turn-based JRPG comedy.
Top Gun Air Combat,"7,99 €*","• Acción, Arcade, Disparos (Shooter), Simulación",04-01-2021,Juego realista de combate aéreo moderno
Speed Truck Racing,"9,99 €*","• Arcade, Carreras, Simulación",01-01-2021,¡Preparate para sentir la velocidad!
Hitori Logic,"4,99 €*","• Estrategia, Puzle, Tablero",01-01-2021,"Simple rules - great challenges, hours of brain-teasing fun!"
DEEMO -Reborn-,"21,00 €*","• Aventura, Música, Puzle, Rol (RPG)",31-12-2020,"""La respuesta a todas las preguntas debe renacer de entre el sonido del piano""."
Arcade Archives Shanghai III,"6,99 €*","• Arcade, Puzle",31-12-2020,A fun yet deep puzzle game! Matching tiles feels great!
Wingspan,"19,99 €9,99 €*","• Estrategia, Tablero",29-12-2020,Un juego de estrategia relajante sobre aves de 1 a 5 jugadores
Quell Reflect,"6,99 €*",• Puzle,28-12-2020,A charming zen puzzler that is sure to test your brain and capture your heart!
Lily of the Hollow - Resurrection,"5,99 €*",• Aventura,28-12-2020,"What is going to be acted before you is——Blossom in the shackles, but deep down in your bone, suspension and romantic."
FUZE Player,"0,99 €*","• Educativo, Estilo de vida, Otros, Uso práctico",28-12-2020,More than 20 FUZE games for Nintendo Switch™ Download even more for free
Pixel Game Maker Series DUNGEON OF NAZARICK,"11,99 €*","• Acción, Arcade",28-12-2020,"Can you reach the terrifying Sorcerer King Ainz? Find out in this classically difficult action game set in the dark fantasy world of ""OVERLORD III""!"
Comic Coloring Book,"0,00 €*",• Educativo,28-12-2020,Sumérjase en el mundo de coloridas aventuras en este cómic para colorear.
Mia's Picnic,"1,69 €*","• Arcade, Aventura, Puzle",28-12-2020,¡Un precioso collage de diversión frenética! Se trata de un juego de ritmo rápido y frenético.
VIRUS: The Outbreak,"9,99 €1,39 €*","• Estrategia, Simulación",28-12-2020,VIRUS: The Outbreak es un juego de estrategia en tiempo real en el que diriges una organización global que tiene que combatir una pandemia global.
Cube Raiders,"12,99 €*","• Acción, Educativo, Puzle",28-12-2020,Cube Raiders es un divertido juego de puzles para uno o dos jugadores donde deberemos combinar grupos de dados utilizando la energía de nuestros MagnetoGuantes.
Professor Lupo: Ocean,"3,99 €*","• Aventura, Puzle",28-12-2020,"Despiertas en medio de una nave especial en ruinas, pero todo está inundado… ¡Estás en el fondo del Océano! El ordenador a bordo insiste en asignarte un montón de tareas para poder reparar la nave y dice que eres una… ¿Clon?"
Hell Sports,"16,99 €*","• Acción, Deportes, Fiesta",28-12-2020,Hell Pleasure!? Aim for the top from the bottom of Hell!!
The Innsmouth Case,"14,99 €*",• Aventura,28-12-2020,The Innsmouth Case es un juego de aventuras con forma de libro interactivo inspirado en H. P. Lovecraft y ofrece una mezcla única de terror y humor.
Void Source,"5,49 €*","• Acción, Arcade, Disparos (Shooter)",28-12-2020,Classic multi-directional (360°) shoot 'em up. Navigate your UFO through hazardous environments with dangerous enemies and beat huge bosses!
The Hong Kong Massacre,"19,99 €*","• Acción, Arcade, Disparos (Shooter), Lucha",26-12-2020,Ábrete paso a los tiros por las calles de Hong Kong en un frenético juego de disparos de vista cenital.
